"CHART","VAR","SEXF","AGEGRP","L","M","S","P3","P5","P10","P25","P50","P75","P90","P95","P97"
"CDC","WTKG",1,"[34,35)",-0.991980756,13.63877446,0.11728575,11.17224778,11.43177357,11.85574032,12.63864672,13.63877446,14.80998135,16.04962601,16.89552564,17.49411514
"CDC","WTKG",1,"[35,36)",-1.008640742,13.78936547,0.118386848,11.27999893,11.54332263,11.9738418,12.77001339,13.78936547,14.98647034,16.25766706,17.12762297,17.74450372
"CDC","WTKG",1,"[36,37)",-1.024471278,13.94108332,0.119491669,11.38824099,11.65541879,12.0925858,12.90221529,13.94108332,15.16452247,16.46788956,17.3624437,17.9980699
"CDC","WTKG",1,"[37,38)",-1.039573604,14.09407175,0.120595658,11.49718137,11.76826286,12.21216229,13.03542218,14.09407175,15.34425164,16.68037834,17.60005585,18.25487219
"CDC","WTKG",1,"[38,39)",-1.054039479,14.24844498,0.121694676,11.60699649,11.88202491,12.33273088,13.16977393,14.24844498,15.52574208,16.89518784,17.84049621,18.51493707
"CDC","WTKG",1,"[39,40)",-1.067946784,14.40429169,0.12278503,11.71783343,11.99684628,12.45442324,13.3053838,14.40429169,15.7090529,17.11234657,18.08377443,18.77826268
"CDC","WTKG",1,"[40,41)",-1.081374153,14.56167529,0.1238634,11.82981465,12.11284345,12.57734604,13.44233976,14.56167529,15.89421842,17.33185956,18.329878,19.04482627
"CDC","WTKG",1,"[41,42)",-1.094381409,14.72064045,0.124926943,11.94303682,12.23010816,12.7015826,13.58070885,14.72064045,16.08125551,17.55371382,18.57877485,19.31458378
"CDC","WTKG",1,"[42,43)",-1.107021613,14.88121352,0.125973221,12.05757491,12.34871076,12.82719552,13.72053844,14.88121352,16.27016402,17.77788046,18.83041754,19.58747608
"CDC","WTKG",1,"[43,44)",-1.119338692,15.04340553,0.127000212,12.17348363,12.46870194,12.95422865,13.86185877,15.04340553,16.4609302,18.00431807,19.08474635,19.86343169
"CDC","WTKG",1,"[44,45)",-1.131367831,15.20721443,0.128006292,12.29079939,12.59011469,13.08270906,14.00468502,15.20721443,16.65352914,18.23297548,19.34169227,20.14236985
"CDC","WTKG",1,"[45,46)",-1.143135936,15.37262729,0.128990225,12.40954207,12.71296607,13.21264896,14.14901929,15.37262729,16.84792719,18.46379435,19.60117968,20.42420335
"CDC","WTKG",1,"[46,47)",-1.15466215,15.53962221,0.129951143,12.52971675,12.837259,13.3440474,14.29485248,15.53962221,17.04408407,18.69671155,19.86312888,20.70884106
"CDC","WTKG",1,"[47,48)",-1.165958392,15.70817017,0.130888527,12.65131534,12.96298387,13.47689199,14.44216593,15.70817017,17.24195488,18.9316613,20.12745836,20.99619028
"CDC","WTKG",1,"[48,49)",-1.177029925,15.87823668,0.131802186,12.77431816,13.09012012,13.61116044,14.59093307,15.87823668,17.44149184,19.16857713,20.3940868,21.28615884
"CDC","WTKG",1,"[49,50)",-1.187871001,16.04978452,0.132692269,12.89869431,13.21863694,13.74682181,14.74112146,16.04978452,17.64264736,19.40739437,20.66293462,21.57865549
"CDC","WTKG",1,"[50,51)",-1.198484073,16.2227706,0.133559108,13.0244072,13.34849756,13.88383882,14.89269209,16.2227706,17.84537017,19.64804889,20.93392691,21.8735972
"CDC","WTKG",1,"[51,52)",-1.208853947,16.39715363,0.134403386,13.15141009,13.47965651,14.02216781,15.04560355,16.39715363,18.04961414,19.8904825,21.20699305,22.17090276
"CDC","WTKG",1,"[52,53)",-1.218965087,16.57289122,0.13522599,13.279651,13.61206342,14.16176079,15.19981137,16.57289122,18.25533469,20.13464164,21.48206912,22.47049907
"CDC","WTKG",1,"[53,54)",-1.228798212,16.74994187,0.136028014,13.40907302,13.74566354,14.30256641,15.35526953,16.74994187,18.46249096,20.38047905,21.75909881,22.7723211
"CDC","WTKG",1,"[54,55)",-1.238330855,16.92826587,0.136810739,13.53961547,13.88039891,14.44453095,15.51193144,16.92826587,18.67104666,20.62795467,22.0380343,23.07631287
"CDC","WTKG",1,"[55,56)",-1.247537914,17.10782615,0.137575606,13.67121491,14.0162093,14.58759933,15.66975084,17.10782615,18.88097086,20.87703643,22.31883709,23.3824283
"CDC","WTKG",1,"[56,57)",-1.256392179,17.28858894,0.138324193,13.80380614,14.15303322,14.731716,15.82868259,17.28858894,19.09223862,21.12770084,22.60147865,23.69063187
"CDC","WTKG",1,"[57,58)",-1.264864846,17.47052444,0.139058192,13.9373231,14.29080875,14.87682577,15.9886834,17.47052444,19.30483153,21.37993353,22.88594093,24.00089913
"CDC","WTKG",1,"[58,59)",-1.272926011,17.65360733,0.139779387,14.07169977,14.42947441,15.02287453,16.14971251,17.65360733,19.51873814,21.63372961,23.17221677,24.31321719
"CDC","WTKG",1,"[59,60)",-1.28054514,17.83781722,0.140489635,14.20687088,14.56896986,15.16981002,16.31173224,17.83781722,19.73395429,21.88909396,23.46031012,24.62758492
"CDC","WTKG",1,"[60,61)",-1.287691525,18.02313904,0.141190842,14.34277271,14.70923661,15.31758235,16.47470852,18.02313904,19.95048336,22.14604136,23.75023626,24.94401317
"CDC","WTKG",1,"[61,62)",-1.294332076,18.20956418,0.141884974,14.47934293,14.85021811,15.46614444,16.63861163,18.20956418,20.16833747,22.40459718,24.04202158,25.26252369
"CDC","WTKG",1,"[62,63)",-1.300441561,18.3970876,0.142573939,14.61652406,14.9918623,15.61545325,16.80341543,18.3970876,20.38753372,22.66479513,24.33570429,25.5831532
"CDC","WTKG",1,"[63,64)",-1.305989011,18.58571243,0.143259709,14.75426001,15.13411929,15.76546914,16.96909934,18.58571243,20.60809964,22.92668027,24.63133325,25.90594748
"CDC","WTKG",1,"[64,65)",-1.310946941,18.77544728,0.143944216,14.89249907,15.27694359,15.91615695,17.13564756,18.77544728,20.83006969,23.19030686,24.92896835,26.23096473
"CDC","WTKG",1,"[65,66)",-1.315289534,18.966307,0.144629359,15.03119376,15.42029408,16.06748615,17.30304956,18.966307,21.05348599,23.45573857,25.22868007,26.55827443
"CDC","WTKG",1,"[66,67)",-1.318992925,19.15831267,0.14531699,15.17030121,15.56413437,16.21943117,17.4713002,19.15831267,21.27839816,23.72304816,25.5305491,26.88795694
"CDC","WTKG",1,"[67,68)",-1.322035315,19.35149163,0.146008903,15.30978338,15.70843301,16.37197155,17.64039992,19.35149163,21.50486316,23.99231712,25.83466581,27.2201029
"CDC","WTKG",1,"[68,69)",-1.324398133,19.54587708,0.146706813,15.4496077,15.85316397,16.52509225,17.81035463,19.54587708,21.7329446,24.263635,26.14112991,27.55481321
"CDC","WTKG",1,"[69,70)",-1.326064539,19.74150854,0.147412363,15.5897467,15.99830645,16.67878363,17.98117606,19.74150854,21.96271325,24.53709941,26.45004964,27.89219758
"CDC","WTKG",1,"[70,71)",-1.327020415,19.93843145,0.148127109,15.73017845,16.1438452,16.83304163,18.15288153,19.93843145,22.19424627,24.8128152,26.76154129,28.2323743
"CDC","WTKG",1,"[71,72)",-1.327256387,20.13669623,0.148852482,15.87088741,16.28977109,16.98786798,18.32549376,20.13669623,22.42762598,25.09089343,27.07572865,28.57547042
"CDC","WTKG",1,"[72,73)",-1.326763834,20.33635961,0.149589838,16.01186303,16.43608019,17.14326985,18.49904125,20.33635961,22.66294138,25.3714519,27.39274198,28.92161906
"CDC","WTKG",1,"[73,74)",-1.325538668,20.53748298,0.1503404,16.15310112,16.58277468,17.29926017,18.67355775,20.53748298,22.90028597,25.65461346,27.71271759,29.27096042
"CDC","WTKG",1,"[74,75)",-1.323579654,20.74013277,0.151105277,16.29460329,16.72986243,17.4558574,18.84908224,20.74013277,23.13975807,25.94050589,28.03579694,29.62364011
"CDC","WTKG",1,"[75,76)",-1.320888012,20.94438028,0.151885464,16.43637669,16.87735682,17.61308542,19.02565892,20.94438028,23.38146064,26.22926131,28.36212579,29.97980811
"CDC","WTKG",1,"[76,77)",-1.317468695,21.15030093,0.152681819,16.57843458,17.02527707,17.77097356,19.20333679,21.15030093,23.62550009,26.52101516,28.69185351,30.33961853
"CDC","WTKG",1,"[77,78)",-1.313331446,21.35797332,0.15349505,16.72079656,17.17364841,17.92955656,19.38216922,21.35797332,23.87198507,26.815905,29.02513239,30.70322948
"CDC","WTKG",1,"[78,79)",-1.308487081,21.56748045,0.154325756,16.86348713,17.32250091,18.08887399,19.56221428,21.56748045,24.12102802,27.11407112,29.36211644,31.07080008
"CDC","WTKG",1,"[79,80)",-1.302948173,21.77890902,0.155174414,17.00653572,17.47186953,18.24897012,19.74353436,21.77890902,24.37274421,27.41565556,29.70296069,31.44248988
"CDC","WTKG",1,"[80,81)",-1.296733913,21.99234686,0.15604132,17.14997871,17.62179544,18.40989435,19.92619507,21.99234686,24.62724833,27.72079958,30.04782073,31.81846107
"CDC","WTKG",1,"[81,82)",-1.289863329,22.20788541,0.156926667,17.2938564,17.77232382,18.57170012,20.110266,22.20788541,24.88465774,28.02964533,30.39685131,32.19887352
"CDC","WTKG",1,"[82,83)",-1.282358762,22.4256177,0.157830504,17.43821437,17.92350474,18.73444512,20.29581981,22.4256177,25.14508981,28.3423338,30.75020585,32.58388611
"CDC","WTKG",1,"[83,84)",-1.274244931,22.64563824,0.158752743,17.58310295,18.07539265,18.89819089,20.48293203,22.64563824,25.40866182,28.65900443,31.10803553,32.97365535
"CDC","WTKG",1,"[84,85)",-1.265548787,22.86804258,0.159693163,17.72857693,18.2280462,19.06300261,20.67168066,22.86804258,25.67549032,28.97979428,31.47048848,33.3683346
"CDC","WTKG",1,"[85,86)",-1.256299378,23.09292679,0.16065141,17.87469542,18.38152794,19.22894873,20.86214582,23.09292679,25.94569055,29.30483741,31.83770901,33.76807319
"CDC","WTKG",1,"[86,87)",-1.24653066,23.32038549,0.161626956,18.02152302,18.53590513,19.39610118,21.05440884,23.32038549,26.21937378,29.63426278,32.2098371,34.17301785
"CDC","WTKG",1,"[87,88)",-1.236266832,23.55051871,0.162619308,18.16912246,18.69124428,19.56453273,21.24855446,23.55051871,26.49665657,29.96819988,32.58700628,34.5833014
"CDC","WTKG",1,"[88,89)",-1.225551344,23.78341652,0.1636276,18.31756871,18.84762137,19.73432134,21.44466518,23.78341652,26.77764034,30.30676532,32.96934568,34.99906317
"CDC","WTKG",1,"[89,90)",-1.214410914,24.01917703,0.1646511,18.46693089,19.00510849,19.90554403,21.64282737,24.01917703,27.06243533,30.65007797,33.35697585,35.42042208
"CDC","WTKG",1,"[90,91)",-1.202884389,24.25789074,0.165688808,18.61728653,19.16378421,20.07828129,21.84312554,24.25789074,27.35113996,30.99824532,33.75001097,35.84749737
"CDC","WTKG",1,"[91,92)",-1.191007906,24.49964778,0.166739662,18.76871394,19.32372789,20.25261432,22.04564463,24.49964778,27.64385046,31.3513695,34.14855665,36.28039703
"CDC","WTKG",1,"[92,93)",-1.178818621,24.74453536,0.167802495,18.92129383,19.48502077,20.42862531,22.25046892,24.74453536,27.94065757,31.70954484,34.55270981,36.71922013
"CDC","WTKG",1,"[93,94)",-1.166354376,24.99263735,0.168876037,19.07510898,19.64774563,20.60639712,22.45768158,24.99263735,28.24164611,32.07285742,34.96255799,37.16405609
"CDC","WTKG",1,"[94,95)",-1.153653688,25.24403371,0.169958922,19.23024402,19.8119865,20.7860129,22.6673643,25.24403371,28.54689431,32.44138436,35.37817885,37.61498429
"CDC","WTKG",1,"[95,96)",-1.140751404,25.49880264,0.171049756,19.38678267,19.9778266,20.96755499,22.87959773,25.49880264,28.85647669,32.81519554,35.79963916,38.07206991
"CDC","WTKG",1,"[96,97)",-1.127684095,25.7570168,0.172147043,19.54481057,20.14535023,21.15110555,23.09445998,25.7570168,29.17045929,33.19435025,36.2269949,38.53536809
"CDC","WTKG",1,"[97,98)",-1.114490244,26.01874261,0.173249185,19.70441527,20.31464276,21.33674635,23.31202608,26.01874261,29.4888987,33.5788965,36.66029091,39.00492396
"CDC","WTKG",1,"[98,99)",-1.101204848,26.28404312,0.174354569,19.86568272,20.48578791,21.52455736,23.53236883,26.28404312,29.8118461,33.9688734,37.09955982,39.48076746
"CDC","WTKG",1,"[99,100)",-1.087863413,26.55297507,0.175461512,20.02869944,20.65886924,21.71461721,23.75555744,26.55297507,30.13934341,34.3643086,37.54482215,39.96291669
"CDC","WTKG",1,"[100,101)",-1.074500927,26.82558904,0.176568284,20.19355165,20.83396942,21.90700268,23.98165745,26.82558904,30.47142364,34.76521834,37.99608589,40.45137672
"CDC","WTKG",1,"[101,102)",-1.061151213,27.1019295,0.177673124,20.36032458,21.01116968,22.10178826,24.21073043,27.1019295,30.80811106,35.17160751,38.45334608,40.94613881
"CDC","WTKG",1,"[102,103)",-1.047847141,27.38203422,0.178774242,20.52910239,21.19054959,22.29904589,24.44283365,27.38203422,31.14942058,35.58346914,38.91658465,41.44718044
"CDC","WTKG",1,"[103,104)",-1.034620551,27.66593402,0.179869829,20.6999678,21.37218677,22.49884459,24.67801969,27.66593402,31.49535747,36.00078421,39.38577014,41.95446506
"CDC","WTKG",1,"[104,105)",-1.021502197,27.9536524,0.180958063,20.8730018,21.55615653,22.7012502,24.9163362,27.9536524,31.8459171,36.42352136,39.86085756,42.46794195
"CDC","WTKG",1,"[105,106)",-1.008521695,28.24520531,0.182037118,21.04828336,21.74253164,22.90632506,25.15782551,28.24520531,32.20108468,36.85163675,40.3417882,42.98754609
"CDC","WTKG",1,"[106,107)",-0.995707494,28.54060085,0.183105172,21.22588911,21.93138197,23.1141277,25.40252443,28.54060085,32.56083507,37.28507392,40.82848957,43.51319807
"CDC","WTKG",1,"[107,108)",-0.983086844,28.83983907,0.18416041,21.40589307,22.12277423,23.32471257,25.65046392,28.83983907,32.92513255,37.72376365,41.32087531,44.04480409
"CDC","WTKG",1,"[108,109)",-0.970685789,29.14291171,0.185201039,21.58836636,22.31677169,23.53812979,25.90166889,29.14291171,33.29393074,38.16762389,41.8188452,44.58225593
"CDC","WTKG",1,"[109,110)",-0.958529157,29.44980208,0.186225287,21.77337689,22.51343388,23.75442484,26.15615792,29.44980208,33.66717239,38.61655976,42.32228515,45.12543098
"CDC","WTKG",1,"[110,111)",-0.946640568,29.76048479,0.187231416,21.96098914,22.71281638,23.97363834,26.41394306,29.76048479,34.04478937,39.0704635,42.83106725,45.67419242
"CDC","WTKG",1,"[111,112)",-0.935042447,30.0749257,0.188217723,22.15126389,22.91497052,24.19580583,26.67502964,30.0749257,34.42670255,39.52921454,43.34504991,46.22838923
"CDC","WTKG",1,"[112,113)",-0.923756041,30.39308176,0.18918255,22.34425792,23.11994316,24.4209575,26.93941607,30.39308176,34.8128218,39.99267955,43.86407795,46.78785646
"CDC","WTKG",1,"[113,114)",-0.912801445,30.71490093,0.190124286,22.54002382,23.32777646,24.64911804,27.20709368,30.71490093,35.20304599,40.46071256,44.38798278,47.3524154
"CDC","WTKG",1,"[114,115)",-0.902197638,31.0403221,0.191041375,22.73860975,23.53850764,24.88030638,27.47804659,31.0403221,35.59726302,40.9331551,44.91658265,47.92187383
"CDC","WTKG",1,"[115,116)",-0.891962513,31.36927506,0.191932319,22.94005917,23.7521688,25.11453557,27.75225159,31.36927506,35.99534989,41.40983639,45.44968284,48.49602631
"CDC","WTKG",1,"[116,117)",-0.882112919,31.7016805,0.192795682,23.14441069,23.96878672,25.35181259,28.029678,31.7016805,36.3971728,41.89057352,45.98707597,49.07465451
"CDC","WTKG",1,"[117,118)",-0.872664706,32.03744999,0.193630095,23.35169781,24.18838263,25.59213818,28.31028765,32.03744999,36.80258726,42.37517172,46.52854232,49.65752758
"CDC","WTKG",1,"[118,119)",-0.863632768,32.37648607,0.19443426,23.56194878,24.4109721,25.83550673,28.59403476,32.37648607,37.21143829,42.86342465,47.07385017,50.24440253
"CDC","WTKG",1,"[119,120)",-0.855031092,32.71868225,0.195206948,23.77518637,24.63656488,26.08190616,28.88086594,32.71868225,37.62356058,43.35511467,47.62275619,50.83502464
"CDC","WTKG",1,"[120,121)",-0.846872805,33.06392318,0.195947008,23.99142774,24.86516468,26.33131782,29.17072015,33.06392318,38.03877869,43.85001322,48.17500585,51.42912799
"CDC","WTKG",1,"[121,122)",-0.839170224,33.4120847,0.196653365,24.21068424,25.09676913,26.58371638,29.4635287,33.4120847,38.45690737,44.34788119,48.73033386,52.02643587
"CDC","WTKG",1,"[122,123)",-0.831934903,33.76303402,0.197325023,24.43296131,25.33136962,26.8390698,29.7592153,33.76303402,38.87775177,44.84846931,49.28846466,52.62666135
"CDC","WTKG",1,"[123,124)",-0.825177688,34.1166299,0.197961065,24.65825833,25.56895119,27.09733925,30.05769609,34.1166299,39.30110778,45.35151857,49.84911291,53.22950783
"CDC","WTKG",1,"[124,125)",-0.818908758,34.47272283,0.198560655,24.88656847,25.80949245,27.35847906,30.35887971,34.47272283,39.72676238,45.8567607,50.41198402,53.8346696
"CDC","WTKG",1,"[125,126)",-0.813137675,34.83115524,0.199123037,25.11787864,26.05296553,27.62243677,30.66266737,34.83115524,40.15449395,46.36391866,50.9767747,54.44183245
"CDC","WTKG",1,"[126,127)",-0.807873433,35.19176177,0.199647538,25.35216934,26.29933598,27.88915304,30.96895298,35.19176177,40.58407272,46.87270712,51.54317357,55.0506743
"CDC","WTKG",1,"[127,128)",-0.803122613,35.55437176,0.200133598,25.58941249,26.5485612,28.15856107,31.27762411,35.55437176,41.01526401,47.38283479,52.11086123,55.66086287
"CDC","WTKG",1,"[128,129)",-0.79889771,35.91879976,0.200580618,25.82958069,26.80059725,28.43058954,31.58855853,35.91879976,41.44781609,47.89399722,52.67951305,56.27206944
"CDC","WTKG",1,"[129,130)",-0.795203499,36.28486194,0.200988216,26.0726318,27.05538753,28.70515783,31.90163028,36.28486194,41.88148136,48.40589011,53.2487963,56.88394797
"CDC","WTKG",1,"[130,131)",-0.792047959,36.65236365,0.201356017,26.31852113,27.31287184,28.98217994,32.21670522,36.65236365,42.31600037,48.91819978,53.81837358,57.49615297
"CDC","WTKG",1,"[131,132)",-0.789435274,37.02110818,0.201683791,26.56719327,27.57298031,29.26156199,32.5336442,37.02110818,42.75111318,49.43061053,54.38790173,58.10832895
"CDC","WTKG",1,"[132,133)",-0.787374433,37.39088668,0.201971282,26.81859231,27.83564104,29.5432056,32.85229967,37.39088668,43.18654635,49.94279684,54.95703466,58.72012509
"CDC","WTKG",1,"[133,134)",-0.785870695,37.76148905,0.202218375,27.0726516,28.10077256,29.82700474,33.17251956,37.76148905,43.62202704,50.45443246,55.52542195,59.33118206
"CDC","WTKG",1,"[134,135)",-0.784929893,38.1326991,0.202425006,27.3292989,28.3682877,30.11284746,33.49414573,38.1326991,44.05727678,50.96518685,56.0927106,59.94113978
"CDC","WTKG",1,"[135,136)",-0.784557605,38.50429603,0.202591183,27.5884554,28.63809288,30.4006158,33.81701463,38.50429603,44.49201341,51.47472671,56.65854557,60.54963673
"CDC","WTKG",1,"[136,137)",-0.78475917,38.87605489,0.20271698,27.85003573,28.91008824,30.69018587,34.14095759,38.87605489,44.92595166,51.98271665,57.22257051,61.15631078
"CDC","WTKG",1,"[137,138)",-0.785539703,39.24774707,0.202802535,28.11394809,29.18416775,30.98142809,34.46580111,39.24774707,45.35880379,52.48881992,57.78442851,61.76079992
"CDC","WTKG",1,"[138,139)",-0.786904102,39.61914076,0.202848049,28.38009427,29.46021931,31.27420739,34.79136727,39.61914076,45.79028017,52.99269914,58.34376285,62.36274309
"CDC","WTKG",1,"[139,140)",-0.788858208,39.98999994,0.202853758,28.64837137,29.73812611,31.56838398,35.11747352,39.98999994,46.22008796,53.49401569,58.90021802,62.96178288
"CDC","WTKG",1,"[140,141)",-0.791403051,40.36009244,0.202820053,28.91866389,30.01776074,31.8638107,35.44393549,40.36009244,46.64794172,53.99243685,59.45343918,63.55755646
"CDC","WTKG",1,"[141,142)",-0.794546352,40.72917544,0.202747236,29.1908599,30.29899746,32.16033905,35.77056256,40.72917544,47.07354407,54.48762378,60.00307549,64.14971608
"CDC","WTKG",1,"[142,143)",-0.79829102,41.09701099,0.202635758,29.46483511,30.58170029,32.45781366,36.09716305,41.09701099,47.4966064,54.97924502,60.5487783,64.73791012
"CDC","WTKG",1,"[143,144)",-0.802640891,41.46335907,0.202486098,29.74046108,30.86572924,32.75607548,36.4235422,41.46335907,47.91683947,55.4669708,61.09020319,65.32179369
"CDC","WTKG",1,"[144,145)",-0.807599577,41.82797963,0.202298783,30.01760377,31.15093935,33.05496144,36.7495031,41.82797963,48.33395608,55.9504751,61.62701045,65.90102746
"CDC","WTKG",1,"[145,146)",-0.813170461,42.19063313,0.202074385,30.29612378,31.43718091,33.35430482,37.07484703,42.19063313,48.74767177,56.42943635,62.15886584,66.47527837
"CDC","WTKG",1,"[146,147)",-0.819356692,42.55108107,0.201813521,30.57587654,31.72429973,33.6539355,37.39937399,42.55108107,49.15770541,56.90353811,62.68544133,67.04422046
"CDC","WTKG",1,"[147,148)",-0.826161176,42.90908653,0.201516851,30.85671255,32.01213742,33.95368036,37.72288302,42.90908653,49.56377988,57.37246984,63.20641583,67.60753554
"CDC","WTKG",1,"[148,149)",-0.833586038,43.2644155,0.201185082,31.13847695,32.30053116,34.25336333,38.04517298,43.2644155,49.96562365,57.83592807,63.72147556,68.16491273
"CDC","WTKG",1,"[149,150)",-0.841634949,43.61683402,0.200818928,31.42101289,32.58931625,34.55280676,38.36604173,43.61683402,50.36296721,58.29361488,64.2303163,68.7160548
"CDC","WTKG",1,"[150,151)",-0.850307441,43.9661169,0.200419208,31.70415418,32.87832086,34.85182934,38.68528952,43.9661169,50.75555403,58.74524431,64.73264089,69.26066574
"CDC","WTKG",1,"[151,152)",-0.859607525,44.31203579,0.199986681,31.98773757,33.16737518,35.15025041,39.0027151,44.31203579,51.14312509,59.19053344,65.22816347,69.7984699
"CDC","WTKG",1,"[152,153)",-0.869534339,44.65437319,0.199522233,32.27158972,33.45630184,35.44788577,39.31812066,44.65437319,51.52543729,59.62921442,65.7166078,70.32919455
"CDC","WTKG",1,"[153,154)",-0.880088651,44.99291356,0.199026736,32.55553716,33.74492348,35.74455149,39.63130927,44.99291356,51.90225139,60.06102656,66.19770861,70.85258197
"CDC","WTKG",1,"[154,155)",-0.891270585,45.32744704,0.198501096,32.83940314,34.03306041,36.04006296,39.94208624,45.32744704,52.273337,60.48572025,66.67121259,71.36838696
"CDC","WTKG",1,"[155,156)",-0.903079458,45.65777013,0.197946255,33.12300797,34.3205311,36.33423538,40.25025974,45.65777013,52.63847339,60.90305741,67.13687835,71.87637634
"CDC","WTKG",1,"[156,157)",-0.915513542,45.98368656,0.197363191,33.40616909,34.60715224,36.62688403,40.55564134,45.98368656,52.99745045,61.31281247,67.59447719,72.37632936
"CDC","WTKG",1,"[157,158)",-0.928569454,46.30500858,0.196752931,33.68870064,34.89273857,36.91782442,40.85804669,46.30500858,53.35007037,61.71477365,68.04379345,72.86803693
"CDC","WTKG",1,"[158,159)",-0.942245864,46.62155183,0.196116472,33.97041915,35.17710718,37.20687443,41.15729406,46.62155183,53.69614073,62.10873877,68.4846261,73.35131006
"CDC","WTKG",1,"[159,160)",-0.956537923,46.93314404,0.19545489,34.25113618,35.46007223,37.49385217,41.45320759,46.93314404,54.03548596,62.49452276,68.91678763,73.82596855
"CDC","WTKG",1,"[160,161)",-0.971440492,47.23962058,0.194769279,34.5306634,35.74144871,37.77857793,41.74561603,47.23962058,54.36794129,62.87195405,69.34010551,74.2918484
"CDC","WTKG",1,"[161,162)",-0.986947308,47.54082604,0.194060758,34.80881186,36.0210521,38.06087423,42.03435353,47.54082604,54.69335479,63.24087599,69.75442235,74.74880046
"CDC","WTKG",1,"[162,163)",-1.003050887,47.83661466,0.193330477,35.08539244,36.29869877,38.34056621,42.31926009,47.83661466,55.01158787,63.60114743,70.15959636,75.19669066
"CDC","WTKG",1,"[163,164)",-1.019742425,48.12685082,0.192579614,35.36021624,36.57420636,38.61748204,42.60018191,48.12685082,55.32251577,63.95264314,70.55550168,75.63540025
"CDC","WTKG",1,"[164,165)",-1.037011698,48.41140938,0.191809374,35.63309497,36.84739419,38.89145331,42.87697183,48.41140938,55.62602801,64.29525433,70.94202872,76.0648259
"CDC","WTKG",1,"[165,166)",-1.054846957,48.69017613,0.191020995,35.90384139,37.11808367,39.16231542,43.14948969,48.69017613,55.9220288,64.62888901,71.31908448,76.48487978
"CDC","WTKG",1,"[166,167)",-1.073234825,48.9630481,0.190215739,36.17226975,37.38609874,39.42990799,43.4176027,48.9630481,56.21043748,64.95347244,71.68659282,76.8954897
"CDC","WTKG",1,"[167,168)",-1.092160195,49.22993391,0.189394901,36.43819618,37.65126622,39.69407521,43.68118578,49.22993391,56.49118881,65.26894746,72.04449469,77.29659902
"CDC","WTKG",1,"[168,169)",-1.111606122,49.49075409,0.188559804,36.70143915,37.91341628,39.95466626,43.94012186,49.49075409,56.76423337,65.57527484,72.39274832,77.68816668
"CDC","WTKG",1,"[169,170)",-1.131553723,49.74544132,0.187711798,36.96181994,38.17238283,40.21153565,44.19430225,49.74544132,57.02953776,65.87243353,72.73132942,78.0701671
"CDC","WTKG",1,"[170,171)",-1.151982079,49.99394068,0.186852266,37.21916305,38.42800396,40.4645436,44.4436269,49.99394068,57.2870849,66.16042095,73.06023127,78.44259001
"CDC","WTKG",1,"[171,172)",-1.172868141,50.23620985,0.185982617,37.47329665,38.68012233,40.71355642,44.68800466,50.23620985,57.53687418,66.43925318,73.37946482,78.80544037
"CDC","WTKG",1,"[172,173)",-1.19418462,50.47222213,0.185104331,37.72405025,38.92858345,40.95844577,44.92735442,50.47222213,57.77892568,66.70896797,73.68905842,79.15873364
"CDC","WTKG",1,"[173,174)",-1.215907492,50.70195581,0.184218803,37.97126574,39.17324412,41.19909297,45.16160204,50.70195581,58.01326503,66.96961412,73.98905915,79.5025122
"CDC","WTKG",1,"[174,175)",-1.238005268,50.92540942,0.183327556,38.2147829,39.41396159,41.4353838,45.39068521,50.92540942,58.23994486,67.22126661,74.27953085,79.83682168
"CDC","WTKG",1,"[175,176)",-1.260445591,51.14259229,0.182432113,38.45444923,39.65060094,41.66721226,45.61455072,51.14259229,58.45903143,67.46401722,74.5605553,80.16172522
"CDC","WTKG",1,"[176,177)",-1.283193626,51.3535268,0.181534018,38.69011819,39.8830339,41.89448008,45.83315528,51.3535268,58.67060766,67.69797665,74.83223179,80.47729968
"CDC","WTKG",1,"[177,178)",-1.306212032,51.55824831,0.180634839,38.92164966,40.11113919,42.11709702,46.0464657,51.55824831,58.87477302,67.92327441,75.09467698,80.78363524
"CDC","WTKG",1,"[178,179)",-1.329460945,51.75680513,0.179736168,39.14891037,40.33480295,42.33498116,46.25445894,51.75680513,59.07164337,68.14005866,75.34802466,81.08083497
"CDC","WTKG",1,"[179,180)",-1.35289798,51.94925841,0.178839614,39.37177435,40.55391906,42.54805916,46.45712228,51.94925841,59.26135066,68.34849595,75.5924255,81.36901438
"CDC","WTKG",1,"[180,181)",-1.376478254,52.13568193,0.177946804,39.59012338,40.76838955,42.7562665,46.65445329,52.13568193,59.44404265,68.5487709,75.82804673,81.64830091
"CDC","WTKG",1,"[181,182)",-1.400154426,52.31616197,0.177059379,39.80384736,40.97812493,42.95954776,46.84645992,52.31616197,59.61988254,68.74108582,76.05507182,81.91883344
"CDC","WTKG",1,"[182,183)",-1.423876772,52.49079703,0.17617899,40.01284477,41.18304453,43.1578568,47.03316051,52.49079703,59.78904852,68.92566027,76.27369999,82.18076174
"CDC","WTKG",1,"[183,184)",-1.447593267,52.65969757,0.175307296,40.21702302,41.3830768,43.35115698,47.21458375,52.65969757,59.95173329,69.10273048,76.48414576,82.43424593
"CDC","WTKG",1,"[184,185)",-1.471249702,52.82298572,0.174445958,40.41629881,41.57815964,43.53942133,47.39076866,52.82298572,60.10814351,69.27254876,76.68663841,82.67945587
